hospital,comment_th,comment_eng,score
Chulalongkorn,ดูแลคนไข้ดีมาก ใส่ใจในการรักษา พูดจาไพเราะ ยิ้มแย้มแจ่มใจ แต่มีบ้างบางจุด ที่ไม่ค่อยอธิบายอะไรเท่าไร เพราะบางคนไม่เคยมาเลยไม่รู้ต้องไปตรงใหน ทำอะไรบ้าง แต่ก็เข้าใจ เพราะมีคนไข้เยอะ เจ้าหน้าที่อาจดูแลไม่ทั่วถึง,"Excellent patient care The attention to the treatment of heart glowing eloquence smiling. But there are some points Rarely explain how Some people never come to know exactly what to do, but it's understandable because there are a lot of patients. Officials could not thorough care",4
Chulalongkorn,ถ้าแก้ไขเรื่องที่ตอดรถได้จะดีมากๆ,If remedy this Ystad car is very good.,3
Chulalongkorn,รู้สึกประทับใจกับการบริการหมอก็เก่งพยาบาลและผู้ช่วยพยาบาลเป็นกันเองมากคะ่รู้สึกชอบมากช่างสมกับคำพูดที่ว่าดูแลคนไข้ด้วยใจจริงๆค่ะ,I was impressed with the service I was a nurse and a nursing assistant is very friendly it feels like it is with the suggestion that patients with heart really.,5
Chulalongkorn,เซ็งมากเลยนัดมาผ่าตัดตั้งแต่ตุลาคม2557จนวันนี้29มีนาคม2558 นัดมา4-5รอบ แต่กับเลื่อนไปเรื่อยๆ ไม่เจ้าใจเลยจิงๆ มารอทั้งวันตั้งแต่7โมงเช้า จน5โมงเย็นเรียกไปพบกับบอกว่าเตียงเต็มบ้าง มีแต่ห้องพิเศษ หมอไปต่างประเทศ ทำใจค่ะเหนื่อยมากโรงบาลนี้ ไม่ไหวจิงๆนัดไม่เป็นนัด,"What really strikes surgery from October 2557 until March 29, 2558 Today the match 4-5, but indefinitely postponed. I do not mind each other. Wait all day from 7am. Until 5 pm, call to find a bed that filled it. But there is a special room Doctors abroad Accept this grueling hospital. Not each other strikes a match.",1
Chulalongkorn,เฉพาะที่ตึกนวมินทร์(ชั้น10) เจ้าหนัาที่พยาบาลรวมทั้งแม่บ้าน. บริการดี.แนะนำคนไข้ดูแล_ห่วงใยดีค่ะ....้,"Only the building Navamin (Class 10), the page you are nursing, including housewives. Good service. Good care guide patient care _ .... this.",3
Chulalongkorn,คุนหมอพยาบาลอะไรบริการดีพูดดีหมดค่ะ แต่มันมีพนง.หน่วยบริการ(ญ)บางคนนะคะทำนิสัยแย่มากค่ะ พูดจาก้อไม่ดี อยากทราบว่าชอบข่มหรอคะ ถ้าพูดจาแบบนี้ก้อไม่สมควรทำงานด้านบริการนะคะ ค่อนข้างมึอายุแล้วควรพูดจาดีๆหน่อยถ้าหากเขาร้องเรียนกันมากๆอาจจะไม่มีที่ไหนรับทำงานแล้วนะคะ ถ้าปรับปรุงได้ปรับปรุงนะคะ(หากไปอีกครั้งยังทำนิสัยไม่ดีอีกขออนุญาตลงรูปให้คนอื่นดีนะ),"Kun doctors, nurses say anything good out of it. But it is up d. Unit (j) I made some bad habits much. I speak bad I know I'm not bitter. If things like this do not deserve to run the service here. Rather dark age, then you should speak little if any complaint he might have nowhere to go to get it. If updates have updated it (again, if you do a bad habit to ask for permission to form another good).",3
Chulalongkorn,ห่วยแตกมาก รอแฟ้มชั้น 3 บอกแฟ้มมาชั้น 2 ชั้น 2 บอกแฟ้มมา ชั้นล่าง รอแม่งมา 3 ชม ละ จน รพ จะปิด ยังไม่ได้ตรวจ ระบบการจัดการแย่มาก,"It stinks so much that the layer 3 to layer 2, layer 2 file to file your mother went downstairs to wait for 3 hours at the hospital will not close examination. Terrible management system",1
Chulalongkorn,โรงพยาบาลเพื้อประชาชน,Crops like public hospitals,4
Chulalongkorn,ขอบคุณสำหรับระบบบัตรคิว คนรอเป็นร้อยเครื่องเปิดตีห้าครึ่ง เพื่อ!!! แก้ไขด่วนคับ ครั้งที่2 ใน3เดือน เหมือนเดิมเป๊,Thanks for the queuing system Hundreds of people waiting for a machine to open five and a half !!! Quick Fix my 2nd time in 3 months the same goals.,3
Chulalongkorn,พ่อป่วยเปนไขกระดูกฝ่อหมอในตัวจังหวัดส่งตัวเข้าร.พ.ในกรุงเทพเลยเลือกร.พ.นี้เพราะรักษาฟรีแต่ค่ารักษาเจาะไขกระดูกนั้นแพงมาก900000บาทเลยยังแอบดีใจที่มันฟรี แต่พอรวบรวมญาติที่จะมาเจาะไขกระดูกช่วยพ่อนั้นหมอกลับบอกว่าออกค่าใช้ จ่ายเองทั้งหมดสงสารพ่อตอนนี้ยังไม่ได้รักษาเลยเพาะไม่มีเงิน,"Bone marrow atrophy ailing father as a doctor in the city rushed to the. May. In Bangkok's selection process. May. This is because free treatment, but the treatment is very expensive bone marrow puncture 900000 baht but also secretly glad it's free. When relatives gathered to penetrate the bone marrow father was a doctor saying that the charges. Pay all the poor father now has no cure yet Aquatic no money.",1
Chulalongkorn,รถติดดีแล้วฝึกให้ตื่นเช้า,Good morning car train.,3
Chulalongkorn,ผมเป็นเจ้าหน้าที่ รพ.ราชบุรี /ศ.referจุฬาฯ ตอนเวลา 13.20 น.ของวันนี้ เจ้าหน้าที่ผู้หญิงที่รับสายจาก รพ.ราชบุรี ช่วยพูดเพราะๆหน่อยนะครับ ไม่ต้องพูดแดกดันเสียงดัง รู้พวกท่านกำลังยุ่งมาก เอกสารrefer ที่จะส่งไปมันเป็น ผู้หญิงที่ท้องได้ 24 สัปดาห์ + กับท้องแฝดด้วย มีท้องแข็ง ปัสสวะแสบขัด ลูกดิ้น พวกท่านช่วยรับได้มั้ย แล้วก็ช่วยประสานงานด้วยคงไม่ได้เป็นภาระมากมายนะครับ,"I staff a hospital in Ratchaburi / Prof. Refer CU now at 13.20 hrs. Today's deputies received a call from a hospital in Ratchaburi say because I'm helping. Ironically, not to speak loudly They know you're very busy, refer to the documents submitted to it. Women who are 24 weeks pregnant with twins are: abdominal pain, abdominal solid urine polished bob help you get it. It helps with coordination would not be burdened too much.",1
Chulalongkorn,เวรเปลปากหมาค่ะ ควรเอานิสัยแย่ๆกลับไปใช้กับคนที่บ้านนะคะ อย่าเอามาใช้กับคนอื่น อย่าใช้อารมณ์มากกว่าเหตุผล มันทุเรศค่ะ แก่แล้วต้องให้เด็กถอนหงอกมั้ยคะ??,"Hammock course reproaching me Bad habits should be returned to the people at home. Do not get used to one another. Do not use emotion rather than reason, it must be miserable like unto children Tanhgak pic ??",1
Chulalongkorn,คุณแม่ได้รับการส่งตัวมาที่โรงพยาบาลจุฬาจากโรงพยาบาลบางไผ่ ได้มีการนัดตรวจ และเอ็กซเรย์ตับเพื่อตรวจหามะเร็ง คุณหมอท่านที่ตรวจบอกคุณแม่ว่าไม่ต้องใช้ใบส่งตัวให้มาตรวจได้เลยและนัดวันเสร็จสรรพ พอถึงวันนัดตรวจพนักงานที่เคาน์เตอร์บอกว่าถ้าไม่มีใบส่งตัวจะไม่ตรวจให้และให้คุณแม่มาใหม่ สรุปคุณแม่ต้องอดอาหารเสียเวลา อดหลับอดนอนไปรอโดยไม่ได้อะไร ขอความกรุณาทางโรงพยาบาลปรับปรุงเรื่องการบริการ และระบบการทำงาน,"You have been sent to hospital, the University Hospital of bamboo. I have examined And x-ray to check for liver cancer. The doctor who examined him told you not to use the card sent to investigate it fully and make an appointment. As of the date of inspection staff at the counter said that if the bill does not make you a mother and newcomers. The mothers have to starve to lose time. I went to sleep without anything. Please improve the hospital's services. And the system",1
Chulalongkorn,ผู้เฒ่าผู้แก่มานั่งรอประตูเปิดเวลา 6โมงเช้าพอประตูเปิดทุกคนวิ่งเพียงเพื่อเอาบัตรที่นัดไปเสียบแต่ไม่ใช่ที่1กับเป็นที่เท่าไรไม่รู้มีบัตรนัดเสียบอยู่แล้วเป็นสิบ. อยากทราบเกิดอะไรขึ้นมานั่งรอตี5 เป็นญาติคนไข้ค่ะแก่วิ่งไม่ได้ ผู้ใหญ่ของโรงบาลลองไปดูตอน6โมงเช้าซิค่ะว่าเค้าวิ่งเหมือนหนีตายกันจริงๆ5555วิ่งไปเสียบบัตรค่ะ,"The elders sit and wait for the doors to open. Doors open at 6 o'clock in the morning when everyone is rushing to get to an appointment card slot, but not the one that does not have to be a card is already inserted into the match. Want to know what's going to sit and wait for 5am. A relative of the patient, it does not run. Adult hospitals try to look at 6 o'clock in the morning that he's not running away like a dead run to the 5555 really good card slot.",4
Chulalongkorn,พยาบาลพูดเพราะมากเลยครับ..หมอก็พูดจาไพเราะอธิบายเข้าใจง่ายตนป่วยอยู่ใกล้ก็มีกำลังใจ,Nurses say it a lot.. The doctor explained the simple eloquence the patient is also encouraged.,5
Chulalongkorn,พาลูกมารักษาตัวตั้งแต่ 4 พย 47 ตอนนั้นหมอบอกว่า เขาจะอยู่กับเราได้อีกไม่เกิน 3 อาทิตย์ รู้สึกมืดมนไปหมด ตอบหมอไปว่า ผมสู้ ลูกผมก้อสู้ ผมมีเงินเก็บอยู่ก้อนหนึ่ง ผมยกลูกให้คุณหมอเลยครับ จากวันนั้นจนถึงวันนี้ ลูกผมยังแข็งแรง ใช้ขีวิตได้อย่างปกติ ปีหน้าจบป.ตรีที่เกษตรศาสตร์ฯแล้ว อยากบอกทุกคนว่าอดทนหน่อยครับ หมอที่นี่เก่งมากๆ เครื่องมือแพทย์ทันสมัยไม่แพ้เอกชนหรอกครับ ค่ารักษาถูกกว่ามากและมีการช่วยเหลือด้านอื่นๆอีก ปัญหาเรื่องคน พบอยู่ทุกที่ ใจเย็นๆครับ มาถึงที่นี่แล้วญาติเราได้รับการรักษาที่ดีแน่ๆ.,"Take children to hospital since May 4 and 47, then the doctor said. He will stay with us for up to 3 weeks to feel gloomy, exhausted doctor answered that I fight, I fight, I know I have the money in one lump. I raised my children to the doctor. From that day until today My children still strong Use the helmet properly. End of next year. Bachelor's of Science ago. I tell everyone that my patience. The doctor here was very good Advanced medical equipment not private enough. The treatment is much cheaper and more assistance. Problems were found in all the patient's relatives arrived here, we were treated to the good.",4
Chulalongkorn,แย่มากกก บุคคลากรไม่มีคุณภาพ ควรพัฒนาอย่างมาก ควรมาตรวจสอบหมอ กับพยาบาลว่าการกระทำที่ทำกับคนไข้เป็นยังไง ไม่ใช่สนใจแต่ขยายอาคาร,Very poor staff quality. Should improve greatly Doctors should check The nurse that the patient is made to it. But do not extend the building,1
Chulalongkorn,ดีคะ แต่ที่จอดรถน้อยไปนิด,Good but parking a little bit.,5
Chulalongkorn,สาธุดีเยี่ยมครับ,Canon's excellent,5
Chulalongkorn,ตรวจละเอียดเป็นขั้นเป็นตอนดีค่ะ เจ้าหน้าที่ก็พูดจาไพเราะขึ้นกว่าเมื่อก่อน แต่เวลานัด มีคิวลัดเยอะไปนิดนะคะ พอหลังจากกลับบ้าน ก็มักมีของแถม คือไข้ หรือหวัด และไอจาม ตามกลับด้วยอ่ะ,"Make a detailed step by step there. Officials also eloquence than before, but I have to say it very short queues. But after returning home It's usually a giveaway fever, cold and cough or sneeze on my back.",4
Chulalongkorn,ฉันว่าเป็นโรงพยาบาลดีระดับหนึงเท่าเคยผ่านมาแต่ยังไม่เคยใช้บริการเคยมาเฝ้าคุณแม่และพี่เขยนอนโรงบาล คุณหมอและพยาบาลอัทยาสัยดีมาก นี้คือความคิดเห็นของคน ต จ ว ค่ะ,"I was hospitalized a good one, but I've never had a mother and brother came to stay in the government. Doctors and nurses Al Taya Northridge great. This is the opinion of the Provinces, too.",4
Chulalongkorn,รู้สึก แย่ ค่ะ,I feel bad,1
Chulalongkorn,"ผ่าคลอดฉุกเฉินเมื่อต.คที่ผ่านมาค่ะพักห้องธรรมดาชั้น5รู้สึกตัดสินใจผิดมากที่เลือกคลอดที่นี่การดูแลของพยาบาลชั้น5แย่มากๆหลายๆอย่างเลยจริงๆ พยาบาลห้องเด็กก็พูดจาไม่ดีเลย ทั้งที่เราคลอดก็ใช้เงินสดค่าผ่า17,800 แถมผ่าแนวตั้งอีกโบราณมากแผลไม่สวยเลยพอวันกลับบ้านหน้าตึกไม่มีแท็กซี่บอกร.ป.ภเขาก็บอกให้เดินออกไปเรียกรถเองคือเดินไกลมากๆ","When emergency caesarean sections. The past my room on the 5th floor I felt very wrong decision to choose the delivery of nursing care at the top 5 bad things really. Nursing a child is not good at all flattering. Either we deliver it through the use of cash 17,800. We operate a very ancient vertical incision not pretty enough to return home building without telling the taxi. The. Police said he went out to the car itself is a very long walk.",2
Chulalongkorn,สถานที่เงีนบสงบน่าอนุรักษ์ไว้ค่ะ,The ideal of a peaceful preserve it.,5
Chulalongkorn,ห้องน้ำตึกภปรชั้นสามเหม็นมากกระดาษก็ไม่มีกรุณปรับปรุงด้วยค่ะ,"Building third floor bathroom Ppr very smelly paper, please do not update it.",1
Chulalongkorn,ยังไม่เคยรับบริการ เนื่องจากการเดินทางไม่สะดวก แต่ได้ชมรายการครบรอบ 100 ปี โรงพยาบาลจุฬาลงกรณ์ ได้รับทราบถึงการพัฒนาทางการแพทย์และอุปกรณ์การแพทย์ ที่ทันสมัยมาก,Has never been The journey is not easy But watch the 100th Anniversary Chulalongkorn Hospital. Were aware of the clinical development and medical supplies. Very stylish,5
Chulalongkorn,รู้สึกประทับใจมากๆๆๆๆดีมากค่ะทั้งอาจารย์หมอและคุณหมอรักษาดีมากค่ะดูแลคนไข้ตลอดนัดติดตามตลอดและโทรถามคนไข้ขอขอบคุณอาจารย์หมอและคุณหมอทุกๆคนค่ะที่ได้รักษาสามีของนู๋มาตลอดค่ะสามีรักษาโรคมะเร็งเม็ดเลือดขาวอยู่ที่ร.พจุฬาลงกรณ์ค่ะ,"I was very impressed yet very good, both professors, doctors, and medical treatment is very patient as I follow the call and ask the patient to thank teachers, doctors and medical people do not treat the husband of Noah came over here for. there is the treatment of leukemia. Chulalongkorn up here.",5
Chulalongkorn,"เป็นโรงพยาบาลที่รักษาตัวผมเองเมื่อครังป่วยเป็นมะเร็ง..รักษาดีมากๆครับดูแลเอาใจใส่เราตั่งแต่พยาบาลจนถึงหมอผู้ตรวจร่างกายวิเคราะห์วินิจฉัยทางของโรคได้แม่นมากและลงมือรักษา.จนกระทั้งทุกวันนี้ผมหายป่วยแล้วครับขอบคุณเจ้าหน้าที่ผู้ทำการรักษาทุกๆทานครับขอบคุณจากใจจริงชื่อของผม.นาย.ทฤษฎี.สาริกภูติ """"อนุญาตให้แชร์หรือโพสให้ผู้อื่นรับทราบได้ครับ""""","The hospitals that treat myself on the nest cancer.. Maintain very good care of us, from nurses to doctors who examined the body analysis diagnosis of the disease more accurately and begin treatment. Until today, I lost. Thanks ill person who treated everyone thank you from my heart, my name. MR. theoretical. the trick ghost. """" Allow shared or posted for others to acknowledge it. ' """,5
Chulalongkorn,คุณหมอทุกท่านเก่งและ ให้คำเเนะนำดีค่ะ ใจดีด้วย,You can excel and It's not going to be good as well.,4
Chulalongkorn,วันนี้มาหาหมอที่โรงพยาบาล ระบบการทำงานแย่มากเลยค่ะ มานั่งรอตั้งแต่7โมงถึง10โมง ถามพยาบาล พยาบาลบอกไม่มีแฟ้ม แฟ้มยู่ชั้นหก มาชั้นหกบแกแฟ้มยังไม่ส่งมา ลงมาถามแฟ้มประวัติชั้นล่าง ชั้นล่างบอกพึ่งส่งแฟ้มมาตอน9.45 แต่บัตรนำทำนัดมาเป็นเดือนและในบัตรนัดบอกเวลา7.30-8.30น แต่แฟ้มบัตรส่งมา9.45 นี้ทำงานเป็นระบไมค่ะะถามหน่อยค่ะ แล้วถามพยาบาลก็พูดจ้าแย่มาก พนักงานชั้น6ตึก ภปร พูดจาแย่มากค่ะ ถ้ามีพนักงานพูดจาแย่ขนาดนี้จิตใจคนไข้แย่นะค่ะ ช่วยพาพนักงานไปอบรมหน่อยนะค่ะเรื่องการพูดจากะคนไข้อ่ะค่ะ,"Today, a doctor at the hospital. The system works very good. I waited from 7 am to 10 pm, asked the nurses file no. Files subjected to sixth grade The top six on file was not sent. Came downstairs into the history file. Just sent the first floor, at 9.45. But it does take a full month, and appointment cards, time 7:30 to 8:30 pm. But the card sent 9.45 This work is not that of Ceaa asked my mother. I asked the nurse said I was terrible. 6th Floor, Building E staff speak an awful lot. If people speak of this terrible mental patients, poor me. Training staff to help bring about the little things like a patient there.",1
Chulalongkorn,พ่อกูเป็นไข้หนาวเค้าขอผ้าห่ม พวกมึงนี่แม่งใจดำ ก็แค่ผ้าห่ม มึงบอกห่มผ้าแล้วไข้จะไม่ระบายแล้วเสือกทำท่าไม่พอใจ ไล่กูอย่างกะหมูกะหมา กูอุตส่าขอดีๆนะ ทำงานกันแบบนี้ รอให้เป็นญาติพวกมึงบ้างแล้วกัน ถึงว่าแม่งห้ามถ่ายรูป เพราะทำงานงี้ไงเค้าถึงถ่ายไปลงยูไลค์ กูป่วยตายแค่ใหนก็อย่าพากูมาที่นี่นะ มีวิชาชีพช่วยคนแต่เสือกกวนส้นตีน ขอระบายหน่อย ใครเคยมาคงรู้,"I asked my father's fever down. Here you have your mother told you callous, it's just a blanket blanket and then drain the fever is not obtrusive unfavorably. It's a dog chasing a pig. I Indust request carefully. This works well Waiting for them was a relative you do it. Do not take that to your mother I run because I'm going to take down the likes. I'm just sick to death of it, do not take me coming here. With professional help, but it's tough heel relief to know who did it.",1
Chulalongkorn,สุดยอดเลยค่ะ เพราะเรื่องบริการที่ต้อนนี้ปรับปรุงดีมากค่ะ,Because it's now a very good improvement.,5
Chulalongkorn,ชอบบุคลากรที่นี่มาก อดทน ใจเย็น สมกับเป็นคนของประชาชนจริงๆ..นะคะ,"Like the staff here very patiently, calmly worthy of a man of the people, really.. Me.",5
Chulalongkorn,เจ้าหน้าที่ดูแลตึก ภปร. วันที่ 23 กค 58 ผู้หญิง ที่อายุเยอะๆหน่อย แย่มากค่ะ เข็นรถคุณพ่อไปในลิฟท์ แล้วบอกญาตห้ามเข้าให้ไปรอหน้าลิฟท์ชั้น 3 ปรากฎว่าพอไปรอ ไม่มีค่ะ รถเข็นคุณพ่อหาย วิ่งหากันอยู่หลายชั้น ปรากฎว่าโดนเอาไปทิ้งไว้ชั้น 1 คืออะไรคะ!!!,"Building global health security. On July 23 at age 58, women have very little bad father in wheelchair lifts. I told him to wait for permission to ban face-lift, 3rd floor, it turns out that it is not enough to wait for the trolley father disappeared. Living together in a multi-layer It turns out that I left them 1 What is it !!!",1
Chulalongkorn,อาจารย์หมอธนาพงษ์ เก่งและยอดเยี่ยมมากมากค่ะ (คลินิกพิเศษ จักษูุกรรม),Professor Dr. Tana Pong Smart and very excellent (special clinics will ษou karma).,5
Chulalongkorn,ทำใจไปแล้วว่าต้องรอนาน แต่ไม่เป็นไรค่ะถูกใจหมอชาลา แผนกเวชศาสตร์ฟี้นฟูเข้าใจคนไข้ดีจริงๆ หายเหนื่อย,"Rallied to wait that long. But it's okay, I like flame. Medicine and Rehabilitation Sub understand the patient really tired.",5
Chulalongkorn,ดีมาก แยกโรคเฉพาะทางดีครับ,Very disease-specific good.,5
Chulalongkorn,เคยได้สัมผัสกับการประทับใจอยู่ ช่วงหนึ่ง ครั้งที่ลูกสาวไปคลอด แต่ลืมหน้าตาเจ้าหน้าที่คนนั้นไป แล้ว,I was exposed to the impression at one time gave birth to a daughter. But like the staff was gone.,3
Chulalongkorn,เป็นคนไข้โรงพยาบาลนี้มานาน30กว่าปี รู้สึกขอบคุณสถานที่และบุคลากรทุกภาคส่วน ถึงแม้จะต้องอดทนรอสูงทุกครั้งเพราะเป็นขั้นตอน,This patient was hospitalized for more than 30 years. Grateful to the staff and all sectors. You must be patient because it is high time steps.,3
Chulalongkorn,ไว้ใจใช้บริการมา20กว่าปีแล้วคะแต่การเจอะเลือดคิวยาวมากรอนานโดยเฉพาะชั้น4แต่โดยรวมดีมากคะ,"Trust services for more than 20 years, but the bloody encounter long queues waiting very long, especially the top four, but overall very good.",5
Chulalongkorn,คุณหมอเก่งคะ,You do not,5
Chulalongkorn,สถานที่หรือชื่อเสียง ดีอยู่แล้วแต่ทำไมการรักษาไม่ได้เรื่องเท่าไหร่ในการรักษา,"Property or reputation Well, that is why the treatment did not matter much to maintain.",2
Chulalongkorn,ดีเยี่ยม ทุกอย่างคุณหมอ พยาบาลน่ารักมาก ไปคลอดลูกสาว ที่ร.พ ตอนนั้นอายุ28ปี ตอนนี้ลูกสาวอายุ14แล้วค่ะ,"Excellent all doctors Hospital birth to a daughter who is very hard. I'm 28 years old. Daughter, now 14 years old then.",5
Chulalongkorn,ชอบค่ะ ของเค้าดีจริง,"Like me, it's really good",5
Chulalongkorn,ห่วยไงครับเรื่องระบบการบริหารงานโดยเฉพาะห้องแฟ้มประวัติ แค่จะทำเรื่องขอแฟ้มไปตึกที่ตรวจ ผ่านไป 2 ชั่วโมงเรียกคิวได้ 10 คน เปลี่ยนระบบเถอะครับ,"Sucks Forum's management system, especially a history file. How do you get to the building inspector to 2 hours a queue of 10 people do not change the system.",1
Chulalongkorn,ไม่อยากมาอีกนะแม่หายแล้ว แข็งแรงดี ไม่มีโลกอีกแล้ว,I do not want another mother recovered and healthy world no more.,4
Chulalongkorn,นัด 10:30 น. ได้ตรวจ 12:00 น. สั่งให้ไปเอ็กซเรย์ ตอนเที่ยง ลงไปถึง ห้องเอ็กซเรย์ปิดหมดแล้ว ให้มาใหม่พรุ่งนี้ เดินทางมาจากต่างจังหวัดเสียเวลา เสียค่าเดินทาง ไม่ได้อะไรเลย บริหารงานเป็นไหมอ่ะ หมอตรวจได้ชั่วโมงละกี่คนไม่รู้เหรอ รับนัดคนไข้ให้มันพอดีคนได้ไหม เผื่อเวลาให้คนไข้ไปเอ็กซเรย์ด้วยได้ไหม,"10:30 appointment.'Ve 12:00. Ordered to X-rays at noon down to the X-ray room, shut up already. For tomorrow Coming from different time. Free travel Nothing Management is very good Doctor per hour, how many people do not know. It fits the patient's appointment to it. Allow patients to X-rays with me.",1
Chulalongkorn,เคยไปรักษาตัวทีานั่นเขสดูแลดีมากๆๆๆๆ,Tia had maintained that the care of very well.,4
Chulalongkorn,เป็นโรงพยาบาลที่แย่ที่สุดเท่าที่เคยเจอมาพยาบาลไม่ใส่ใจอะไรเรย,The hospital is the worst ever seen nurses to not care about the rest.,1
Chulalongkorn,คืนนี้ต้องเดินทางไปโรงพบาลจุฬาลงกรณ์ ครับ เบื่อก็ต้อง,This required a trip to hospital ChulalongkornHospital I was bored.,1
Chulalongkorn,มีบริการการแก้หมันมั้ยคะพอดีสนใจอ่ะค่ะ ค่าใช้จ่ายแพงมั้ยคะ,"Provides solutions to infertility, I know I'm not interested. The cost is too great.",3
Chulalongkorn,ช้าหน่อยแต่ก็okค่ะ,A little slow but it's ok,5
Chulalongkorn,เวลาฉุกเฉินติดต่อที่เบอร์ข้างถุงยาไม่มีคน รับสาย กดอื่นๆอะไรก็แล้ว แก้ไขด่วนกรณีคนป่วนฉุกเฉินไปถึงโรงบาลควรมีหมอพร้อมไม่ใช่คนป่วยต้องรอหมอ (ลูกปวดท้องมากๆร้องไห้จนตัวง้อ พยาบาลบอกว่าหมอเด็กไม่รู้ไปไหน โทรตามแล้ว ไปตามแล้ว ให้รอก่อนคะ)การบริการดีพร้อม แต่ควรมีหมอพร้อมเช่นกัน,"Contact phone number for emergency medicine bag no answer to anything other then. Hotfix turbulent emergency cases to the hospital should have doctors and not the patients have to wait for the doctor. (The pain until it cries for forgiveness. Hospital doctors said the children did not know where to call, and then to wait before it) with good service. But there should be a doctor as well.",4
Chulalongkorn,ที่จอดรถแพงอะ...แร้วเก็บเพื่อ?????................,Parking is expensive to keep my trap ... ????? ................,4
Chulalongkorn,ดีมากครับ,Very good,5
Chulalongkorn,อยากถามว่าฝากท้องเสียค่าใช่จ่ายเท่ารัยคะ,Asked to leave Basra cost me anything.,5
Chulalongkorn,ปรับปรุงการเรียกคิวหน่อย,To improve my queue,1
Chulalongkorn,บางคลีนิคมีบ้างเจ้าหน้าที่อารมย์บ่จอยเข้าใจอะนะว่า คนไข้เยอะมากๆแต่เดียวนี้ขยายสถานที่.ภปร ให้มีร้านอาหารสะดวก,"Some clinics have some officers insists Co. do understand that ourselves. Patients lot but this one expanded facility. Ppr. A restaurant, convenience",5
Chulalongkorn,การมาหาหมอแต่ครั้ง ถึงจะมีบัตรนัดแล้วก็ต้องมายื่นบัตรแต่เช้าเพื่อที่จะได้รับการรักษาที่รวดเร็วแข่งกับเวลา,But the doctor The card will then arrange to come early to submit a card to get treatment for a fast race against time.,4
Chulalongkorn,คลอดน้องดูแลดีมาก,Take very good care delivery,4
Chulalongkorn,บริการดีคุณหมอเก่งแต่รอนานค่ะ,"Good service, good doctor, but waited long enough.",5
Chulalongkorn,ไปใช้บริการ รพ.ใหนก็ไม่ถูกใจเหมือน รพ.นี้เลย แต่คนเยอะมาก บางทีก็ลัดคิวกันเลยต้องหงุดหงิดเลยทีเดียว,"To a hospital, the hospital did not like them. But now a lot of people, perhaps even Ladciw do not fret it.",5
Chulalongkorn,ขอบคุณค่ะ อยากรีวิวแบ่งปันประสบการณ์เผื่อว่าผู้บริหารโรงพยาบาลจุฬาจะได้ตรวจสอบการทำงานของเภสัชกร คลินิกพิเศษนอกเวลา วันเสาร์ช่วงครึ่งวันเช้า ก่อนเที่ยง ไม่ทราบว่าเป็นเพราะเหตุใด เชื่อไหมว่าเราต้องไปพบแพทย์ที่โรงพยาบาลจุฬา ทุกเดือนหละ1 ครั้ง เรานัดวันเสาร์เช้า เพราะหมอออกตรวจ 9.00-12.00 น. แต่ไม่ว่าเราจะได้พบหมอเร็วหรือช้าก้อตาม เราก้อกลับบ้านหลังสุดทุกครั้งเป็นเวลาปีเกือบสองปีมาแล้ว เป็นความรู้สึกแย่มากๆๆๆ เราไปพบหมอเร็วก้ออยากได้กลับเร็ว ซึ่งบางครั้งเภสัชกรทุกวันเสาร์ของทุกเดือนที่อยู่เวรมาใช้ให้เราไปเดินใบยาเองด้วย ให้เราขึ้นไปเอายาชั้น 11 เอง บางครั้งก้อบอกว่ายาเบิกไม่ได้ หมอเขียนใบสั่งยาไม่ถูกระเบียบกระทรวงสาธารณสุขให้เราเอาไปให้หมอเขียนใหม่ เคยมีครั้งหนึ่งที่เราสุดทนเพราะเภสัชกรที่ห้องยาชั้น 3 บอกว่าให้เราไปพบหมออีกคนแล้วให้หมอคนใหม่ที่เราไปหาสั่งยาให้เหมือนกับหมอประจำตัวเรา ตลกสิ้นดี แต่ตอนเกิดเรื่องขึ้นเราพูดไม่ออกเลย หมดคำพูดที่จะพูดเพราะไม่รู้ว่าใช้อะไรยังไงคิด งงมากเลยค่ะ แต่ที่ให้คะแนนถึง 3 ก้อเพราะว่าหมอที่รักษาอยู่ด้วยดูแลรักษาดีมากๆๆๆๆๆค่ะ,"Thank you for sharing experience in case management Chulalongkorn Hospital will monitor the work of a pharmacist. Clinical part-time Saturday morning before noon the day do not know why. I believe that we need to see a doctor at Chulalongkorn Hospital every month, one thing we shot Saturday morning. The doctor check out 9:00 to 12:00 am. But whether we will see the doctor sooner or later I followed. We just returned home after a weekend every year for nearly two years. Is feeling very well. We went to see the doctor as soon as I'm back soon. Sometimes the pharmacist on duty every Saturday of every month, we used to go to the drug itself. Let us take up to 11 pills sometimes just saying that medication is not withdrawn. The doctor wrote a prescription is not the Ministry of Health to take to the doctor rewritten. Been there once we suffered because the pharmacist at the drug class 3 told us to find another doctor, then a new doctor we went to prescribe to the same doctor ourselves ridiculous, but it happens to us. speak out All the words to say because I do not know what I thought too, but give it a 3 because I was treated with great care so much for me.",3
Chulalongkorn,ดิฉันชอบมากๆทุกๆด้านของการเอาใจใสทุกๆชนชั้นค่ะ.โรงพยาบาลนี้รักษาคนไข้เสมอภาคค่ะ,Like many aspects of caring for each class here. This hospital patients equality here.,4
Chulalongkorn,ดีมาก,excellent,5
