comment;score;en_com
"
วันนี้ไปที่เวชศาสตร์ครอบครัว ครับ เป็นคนไข้ใหม่ ไม่ทันคิวตรวจ ห้องสัมภาษณ์ จนท.ไม่สนใจถามอาการป่วย เลย บอกให้มาใหม่ๆๆๆๆ ไม่ง้อว่าจะมาตรวจ หรือไม่มา. ครับ
";5;"Today, go to family medicine as a new patient. Didn&#39;t catch up with the interview room until the queue didn&#39;t care. Do not reconcile whether to come to check or not."
"
รักษาลูกชายมาตั้งแต่1ขวบจนจะ9ขวบแล้ว คุณหมอพยาบาลน่ารักทุกคน แต่ก็มีบ้างคุณหมอที่วุฒิภาวะยังต่ำอยู่มาก การพูดจา การปฏิบัติต่อผู้ป่วยและญาติผู้ป่วยค่อนข้างจะไม่นุ่มนวลอยู่บ้าง อาจจะเพราะยังเด็กควบคุมอารมณ์ได้ไม่ดี และยังไม่เคยมีลูก จึงไม่ค่อยเข้าใจคนมีลูกป่วย เมื่อวันหนึ่งคุณหมอมีลูกเป็นของตัวเองซึ่งเกิดจากตัวเอง วันนั้นคุณหมอจะเข้าใจข้าพเจ้าในวันนี้ แต่ภาพรวมๆแล้ว เป็น รพ.ที่ดีที่สุดสำหรับข้าพเจ้า เจตนาของคุณหมอและพยาบาลมีความตั้งใจดูแลรักษาคนป่วยสุดกำลัง ซึ่งข้าพเจ้าก็มองเห็นความตั้งใจนั้นเสมอมาตลอดระยะเวลาที่รักษามา 8ปีกว่าค่ะ ยังคงมั่นใจที่จะรักษาที่นี่ต่อ และขอชื่นชม ขอบคุณบุคลากรทุกท่านของ รพ.แห่งนี้ค่ะ รัก รพ.รามาธิบดีมากค่ะ
";5;Keeping the son from 1 year until 9 years old Every lovely doctor, nurse But there are some doctors that are still very low. Speaking, treating patients and patients with relatives is somewhat soft. Maybe because the child is not able to control his emotions well And have never had children Therefore do not understand people with sick children When one day the doctor had his own child, which was born from himself That day, the doctor will understand me today. But the whole picture is the best hospital for me. The intent of the doctor and nurse is to take care of the most patient. Which I have always seen that intention throughout the period of treatment for 8 years. I am still confident to keep here and appreciate all the personnel of This hospital loves Ramathibodi Hospital.
"
ดิฉันต้องการติดต่อฝ่ายเบิกจ่ายตรง ซึ่งเบอร์ที่ได้มาเป็นการคลัง เมื่อโทรไปผู้หญิงรับแล้วก่อนที่จะต่อสายให้ พูดแทรกในโทรศัพท์ #น่าเบื่อว่ะ. พูดมาได้ยังไง คุณพูดกับใคร หรือบ่นเองดิฉันไม่รู้ แต่เป็นสิ่งที่ไม่ควรทำในอาชีพบริการนะคะ โทรมาหาดิฉันได้ค่ะ080-611-0369 ไม่ประทับตั้งแต่ครั้งแรก
";1;"I want to contact the disbursement department directly. Which the number that has been acquired as a finance When calling to a woman before receiving the call Insert in phone # Boring. How can you speak? You speak to someone or complain. I don&#39;t know. But it is something that should not be done in the service profession Call me. 080-611-0369 Not stamped from the first time"
"
คุณแม่ผมหาหมอทานยาเป็นปี แค่ประคองอาการ เพียงแค่เปิดใจกับ อาหารเสริม นี่คือผลที่ได้รับ
";5;My mother searched for a doctor for a year. Just support the symptoms Just open your mind to supplements. This is the result.
"
คุณหมอและพยาบาลดูแลคนไข้ได้ดีมากๆ โดยเฉพาะแผนกสูตินรีเวช รู้สึกประทับใจเป็นอย่างมาก
";5;The doctor and the nurse take care of the patients very well. Especially the gynecological department Was very impressed
"
ชอบค่ะ ตึกใหม่เหมือนแผนกเด็ก รพ.เอกชนเลยค่ะ ค่ารักษาสูงกว่าปกติ พอรับมือไหว ดีตรงที่มาวันอาทิตย์ได้และได้พบ อาจารย์หมอด้วย รักษาลูกได้ตรงจุดไม่ต้องหาสามาเหตุนาน 
";5;"I like the new building like the children&#39;s department. Private hospital The cost of treatment is higher than usual, when it can be handled well on the coming Sunday and can be found. Doctor teacher Keeping the ball at the point of not having to find a long time"
"
หมอให้คำแนะนำดี ราคาสูงกว่าปกติเพราะคลินิคพรีเมี่ยม แต่ได้พบอาจารย์หมอ ลูกเราจะได้รักษาตรงจุด ชอบรพ.นี้มากค่ะ
";5;The doctor gave good advice. The price is higher than normal because of the premium clinic. But met a doctor Our children will get to the point. Like this hospital
"
หน่วยรับเอกสารเจาะเลือดวันนี้ ประมาณ 6.45น. ผมเห็นคุณป้าคนหนึ่งยื่นเอกสารให้เธอ เธอกับชูเอกสารที่อยู่ในมือให้คุณป้าดูแล้วทำท่าเอียงคอ(ความหมายของเธอคือฉันยังทำเอกสารคนอื่นยังไม่เสร็จ)ซึ่งจริงๆแล้วใช้คำพูดว่า""สักครู่น๊ะค๊ะ""ผมว่าจะดูดีกว่ามากเลยครับ อ้อเธอใส่แว่นนั่งคนที่สองจากซ้ายครับ แต่ก็อดชื่นชมเจ้าหน้าที่ผู้ชายที่คอยจัดคิวอยู่ที่แผนกผู้ป่วยนอกเวชศาสตร์ครอบครัวและหน้าห้องเจาะเลือด น่ารักทั้งสองคนครับ สุภาพ พูดจาไพเราะครับ ขอบคุณรามา ที่มอบสิ่งดีๆให้กับชาวบ้านครับ
";4;"Blood Collection Unit Today, about 6.45 am. I saw aunt filing her documents. She held up the documents on her hand for her to see and pretended her neck (her meaning is that I still did not finish other documents) which actually used the words &quot;A moment ago&quot;. I think it looks good. Much more Oh, she put on a pair of glasses from the left. But admired the male staff who held the queue at the outpatient department, family medicine and in the blood chamber Lovely. Both people are polite, speak fluent. Thank you. Rama gives good things to the villagers."
"
ขอแมสปิดปากเะราะเฝ้าคนไข้วัณโรค พยาบาลถามว่าให้ใคร บอกญาติ พยาบาลบอกว่าเซเว่นมีขาย ... นี่หรือ รพ.รัฐ ที่ขอเงินบริจาคเพื่อคนจน.. นิสัยแบบนี้ไม่น่าจะเป็นพยาบาลเลยนะ..
";1;Requesting a massacre to watch for TB patients The nurse asked if anyone told relatives, nurses said that Seven had sold ... or the state hospital that requested donations for the poor .. This habit should not be a nurse ..
"
ทั่งหมอทั่งพยาบาลบริการดีมากๆเหมือนไปโรงพยาบาลเอกชนเลยพยาบาลทุกคนเป็นกันเองยิ้มแย้มหากไม่เอ่ยชื่อโรงพยาบาลคงคิดว่าเป็นเอกชนแน่นอน ขอบคุณ ขอบคุณจริงๆ
";5;Thang Mo Thang, a nurse, very good service, like going to a private hospital. All nurses are friendly, smiling. If not mentioned, the hospital name would be considered private.
"
แพทย์และพยาบาลที่นี่น่ารักทุกคนเลยค่ะ อาคาร 1 สูตินารีเวช ห้องคลอดชั้น 4 และห้องพักฟื้นชั้น 6 ขอบคุณมากๆค่ะ
";4;Doctors and nurses here are pretty to everyone
"
ที่ให้ดาวเพราะชอบการรัษาของที่นี่มาก แต่พยาบาลที่นี่พูดกับคนไข้ไม่ดีเลย ใช้คำพูดสุภาพนะ แต่น้ำเสียงนี่แย่สุดๆ เข้าใจว่าคนไข้เยอะแต่ทำงานพยาบาลอ่ะ ก็ต้องมีจรรยาบรรณบ้างสิ นี่ทำอย่างกับจะกินคนไข้ (ตึกพระเทพพยาบาลที่อยู่ตรงเข้าแถวที่เจาะเลือดชั้น1 กับที่วัดความดันชั้น2อ่ะอารมณ์เสียสุดๆเลย) พยาบาลที่ดีๆก็มีเยอะนะ แต่คนที่ไม่ดีที่เป็นส่วนน้อยทำให้ที่รพ.ดูแย่ลงเลยในสายตาเรา
";4;Who gave the stars because of the likes of the museum here But the nurses here spoke to the patients so badly. Use polite words But this tone is the worst Understand that many patients, but work in nursing Must have some ethics This is done to eat the patient. (Phra Thep Nursing Building, which is directly into the line at the 1st floor blood collection And at the 2nd floor pressure gauge But the poor people who are the least make the hospital look worse in our eyes.
"
หมอ,พยาบาลดีมากครับ,แต่การเงินเหมาสมแล้วที่ทำหน้าที่นี้ ชีวิตนี้จริงของคุณๆน่าจะมีความสุขความเจริญกันขอให้พวกคุณที่ทำการเงินเจริญๆยิ่งๆขึ้นๆไป
";4;The doctor, the nurse is very good, but the money is already done. This real life of you should be happy, prosperous
"
พยาบาลแผนก หู คอ จมูก คนที่น่ากลมๆซีดๆตาโตหน่อย อยู่ห้องนัดผ่ากะข้างหน้าประตู พูดจาแย่มากๆ บริการก็แย่ เรานั่งรอคิวสังเกตดู พูดจากับคนไข้ที่รอแย่มากๆ คือเรา ไม่รุ้ว่าต้องไปจ่ายเงินตั้งไหน เราก่เอาใบไปวางไว้ใส่ตะกร้าตรงพยาบาล(คนนั้น )เรารอนาน เราเลยถาม ขอโทษนะค่ะ พอดีเอาใบจ่ายเงินไว้ค่ะ ไม่ทราบว่าจ่ายตรงไหนค่ะ พยาบาล ตอบกลับมาว่า เอามาวางไว้ทำไมตรงนี้ ตรงนี้ไม่ใช่ที่วาง ที่จ่ายตังอยู่ข้างนอก เราก็งงสิ ถามดีๆ ตอบกวน....มาก บริการแย่ พูดจาก่ห่วยแตก ทุกอย่างดีหมด ยกเลิก นางคนนี้
";3;"Department of Ear, Nose and Throat Nurse Was in the room, arranged to go in front of the door, talked badly Speaking to patients who are waiting very bad is that we don&#39;t know where to pay. We put the leaves in the basket, direct the nurse (that person). We waited a long time, so we asked. I&#39;m sorry. I do not know where to pay. The nurse replied that I put it here. This is not the place. That was paid outside, we were confused. I asked. Good answer. Guan .... Very bad service. Everything is fine, cancel this lady."
"
แต่มีติดใจนิดหนึ่งแม่ค้าโรงอาหารทำไมดุจัง เราจะซื้อข้าวแดกนะไม่ได้ขอ ดุจังๆๆๆๆๆ
";4;"But there is a little bit of interest. We will buy the rice. I can&#39;t ask to be scolded."
"
ตรวจสุขภาพไปต่างประเทศเอธิโอเปียไม่ค่ะแล้วกีวันรู้ผลราคาเท่าไร
";3;Health check abroad, Ethiopia, no. How much does it cost?
"
วันนี้มาหาหมอ พบหมอ2คนค่ะ แต่โซนbวันนี้พยาบาลที่นั่งเคาน์เตอร์ข้างหน้าคือเราเอาแฟ้มไปวาง แค่ถามใบสั่งยาเพราะหาไม่เจอพอเข้าไปถาม พยาบาลก็หยิบให้ เพราะหมอแนบมาด้านหลัง ยื่นใบสังยาให้เรา แล้วเหวี่ยงแฟ้มใส่ตระกร้า คืออะไร ไม่มีมารยาทเลย บริการแย่มากขอบอกเลย คือคิดถ้าเปนลุงป้าแก่ๆ ถ้าอีนี่เหวี่ยงแฟ้มคนไข้ใส่ตระกร้าแบบนี้ คือมึงไม่น่ามาเปนพยาบาลเลยจริงๆ (คนที่นั่งหน้าเคาเตอร์ตัวอ้วนๆผิวคลำ ปากจัดหน่อย)
";2;"Today, come to see the doctor, 2 doctors, but zone B. Today, nurses sitting at the counter in front of us, we put the files to place. Just ask for a prescription because you can&#39;t find it. The nurse picked up Because the doctor attached to the back Submit a prescription to us Then hurl the file into the basket, what is the manners? Terrible service. Please tell. Is thinking if it&#39;s an aunt&#39;s uncle If Eie swings the patient file into this basket Is that you are not really a nurse (The person sitting in front of the counter is fat, the skin feels a bit shrewd.)"
"
เหลืออีกสองวันจะออกจาก รพ รามาแล้ว ประทับใจมากๆตั้งแต่วันแรกที่แอดมิดเข้ามา ตั้งแต่14ธค58 ผมอยุ่แผนกตา สามัญชายคือพยาบาลทุกคนพูดดีมากๆ เป็นกันเอง ไม่ทำให้คนไข้เครียด คุณหมอก็ขึ้นตรวจทุกเช้า ซักประวัติจนละเอียด แล้วรักษาได้ดีมากๆ ขอบคุณคุณหมอและพี่ๆพยาบาลทุกคนที่ทำให้ผมกลับมามองเห็นได้อีกครั้งนึง ขอบคุณสำหรับทุกสิ่งทุกอย่างคับ 16วัน รพ.รามา เป็นอะไรที่ยากจะลืมจิงๆ #ประทับใจมาก
";5;The remaining two days will leave Rarama and be very impressed. From 14 Dec 58, I am an ordinary eye department. Every man is a nurse. Everyone speaks very well. Friendly. Does not make patients stress. The doctor went up to check every morning. Wash the history until fine Then heal very well Thank you to all the doctors and nurses who made me see again. Thank you for everything 16 days. Rama Hospital is difficult to forget. # Very impressed.
"
ดีครับ ดีมากๆ ดีสุดดดดดดด
";5;Good. Very good. Best.
"
เป่นร.พรักษาตัวอยู่ปัจจุบันนี้ให้บริการดีเหมื่อนกันนะ
";5;He is currently maintaining good service.
"
เป็นโรงพยาบาลที่ทันสมัย มากขอบคุณอาจารย์หมอ ธาริน ธรรมหงสา ที่ผ่าตัดนิ่วใหถุงน้ำดีสำเร็จลุล่วงไปด้วยดี ขอบคุณพยาบาลและเจ้าหน้าที่ในตึกอุบัติเหตุให้การดูแลเอาใจใส่คนไข้เป็นอย่างดี
";5;Is a modern hospital Thank you very much to Dr. Tharin Thammongsa, who had performed gallbladder surgery successfully. Thank you to the nurses and staff in the accident building for the care of the patients.
"
ผมได้พักรักษาตัวโรคตาประมาณเดือนเศษเมื่อหลายปีมาแล้วได้รับการผ่าตัดดวงตา5 ครั้งได้รับการเอาใจใส่จากคณะแพทย์และคณะพยาบาลเป็นอย่างดี ขอขอบคุณจากใจครับ
";5;I had been resting for an eye disease for about a month, and many years ago I had 5 eye surgery. The time was well received by the medical team and the nursing team. Thank you from your heart
"
ปรับปรุงเรื่องการพูดจาด้วยนะ. แย่มากก พยาบาลหญิง. พูดจาหมาไม่แดก.
";1;Improve your talk. Terrible. Female nurse. Talking dog.
"
บริการดีมาก มาจากต่างจังหวัดรู้สึกหายเหนื่อย
";5;Very good service from the provinces, feeling tired
"
หน่วยงานอื่นก็ดีนะครับเพราะต้องติดต่อหลายส่วนแต่ที่ต้องจอแนะนะคือหน่วยงานที่ตรวจเต้านม รับการรักษาคลีนิกนอกเวลามาวางบัตรสิบโมงเจ้าหน้าที่บอกมาได้15.00น. รีบมาตั้งแต่บ่ายสองมาถึงเจ้าหน้าที่บอกรอเรียกบ่ายสามเลยไปหาไรกินก่อนบ่ายสาม15นาทีก็มานั่งคอยเรียกตามที่เจ้าหน้าที่บอกเห็นว่ายังไม่ถึงเวลาเลยนั่งคอยจนสามครึ่ง็ยังไม่เรียกทนไม่ไหวเดินไปถามเจ้าหน้าที่บอกเรียกแล้วเอกสารอยู่ตรงหน้าบ่ายสามทำไมไม่เรียกซ้ำคนที่ยึดถือเวลาก็มีนะครับ
";3;"Other agencies are good because they need to contact many parts, but the screen must be suggested. Receive a treatment at the clinic outside of the time. Place the card at ten o&#39;clock. The staff can tell. 15.00 hrs. Hurried from the afternoon two, the officer told me to wait for the third afternoon to go and find what to eat before the third afternoon, 15 minutes, to sit and wait for the call. Can not walk to ask the staff to call, and the document is in front of the third afternoon."
"
ฉันชอบโรงพยาบาลแต่ไม่ชอบการให้บริการในการเรียกตรวจเพราะไม่เป็นไปตามคิวที่ระบุในใบนัด
";5;"I like the hospital, but I don&#39;t like the service to call because I don&#39;t meet the queue specified in the appointment."
"
รักษาที่นี่มานับ 30 กว่าปี คนเยอะมาก ทบุคลากรทุกส่วนเหนื่อยน่าดู
";4;Keeping here for over 30 years, a lot of people are tired.
"
จำต้องทนเพื่อผลของการรักษาไม่รุ้อีกนานเท่ารั่ยที่ต้องยุ่กับ ร.พ. รามาธิบดี
";3;Have to endure the consequences of not being treated for a long time with Ramathibodi Hospital
"
รักษาเรืองสมองใหม่คับ. หลานผมเลือดครั่งนิดหน่อย/
";5;Maintain a new brain. My grandchildren have a little blood.
"
บริการดี รวดเร็ว ไม่เสียเวลารอนาน
";5;Good service, fast, not wasting time waiting
"
นัดบ่ายโมงบ่าย2ยังไม่ได้เข้าเลย แผนกทันตกรรมตึกเก่า
";1;"1 o&#39;clock in the afternoon, not yet in. Old dental department"
"
วันนี้มารามาเห็นการรักษาความปลอดภัยสุดยอดมาก
";5;Today Marama sees great security.
"
ฝากชีวิตไว้ที่นี่ค่ะ
";5;Leave your life here.
"
ฉันรักที่นี่ กราบขอบพระคุณคณะแพทย์และพยาบาลทุกท่านที่ได้ช่วยเหลือและดูแลชีวิตคนในครอบครัวดิฉันเป็นอย่างดี แต่มาเสียความรุ้สึกกับแพทย์หญิงปารวี พูดกับคนไข้และพยาบาลแย่มากๆ เสียดายที่มีไอคิวสูง แต่อีคิวต่ำมากๆ
";4;I love here. Thank you to all the doctors and nurses who have helped and taken care of my family life. But came to lose the feeling with the female doctor Parawee Speaking to patients and nurses is very bad. Unfortunately there is a high IQ. But the EQ is very low
"
มาตรวจที่แผนกเวชศาสตร์ครอบครัววันที่ 25 ธันวาคม 2558 ให้บริการและแนะนำผู้ป่วยดีมาก มีตรวจตอนเที่ยงด้วย
";5;Come to the family medicine department on 25 December 2015 to provide services and recommend patients very well There is a check at noon as well.
"
โรงพยาบาลรัฐบาลที่ดีที่สุดในประเทศไทย ยืนยันโดย Ward จิตเวช ครับ
";5;The best government hospital in Thailand confirmed by Psychiatric Ward.
"
ฝากหน่อยคะสำหรับใครที่ต้องการอุปกรณ์ทางการแพทย์ทางเรามีขายราคาถูกมีบริการส่งถึงบ้าน ของแท้มีประกันไม่ดีมีเปลี่ยนให้จากบริษัท ทักได้คะหรือ ID: pinpmm27
";5;Leave a bit for anyone who needs medical equipment. We have a cheap sale. Genuine products have bad insurance, can be changed from the company to say hello or ID: pinpmm27
"
ดีครับรพ.ต่างจังหวัดแย่มากๆลูกสาวป่วยแต่อายุ9ขวบตอนนี้22แล้วไปกลับทุกๆ3เดือน
";5;Well, the provincial hospital is very bad. The daughter is sick but is 9 years old. Now 22 and go back every 3 months.
"
พยาบาลและหมอทุกคนเอาใจใส่ดีมาก สถานที่สะอาด สะดวก เรียบร้อย
";5;All nurses and doctors are very attentive, clean and convenient.
"
คิวช้า หมอนัด 15.30 แต่ได้ตรวจ 16.30 ทั้งๆที่ไปรอตั้งแต่ 14.00
";3;The queue is late. Doctor appointment is 15.30 but has been checked for 16.30 despite having to wait from 14.00.
"
ปกติแล้วเป็นคนที่กลัวการผ่าตัดมากๆ คิดไปต่างๆนานา แต่เมื่อถึงเวลาที่เราต้องเข้าห้องผ่าเจ้าหน้าที่มารับมาพูดคุยพาไปห้องผ่าตัด พูดคุยถึงการรักษาถามคนไข้กลัวไหม ไม่ต้องกลัวนะคะ พูดให้กำลังใจ จับมืออยู่ข้างกาย รอบให้รับรู้ตลอดเวลาจองการผ่าตัด ถึงขั้นตอนไหนๆ แล้ว ประทับใจการบริการโรงพยาบาลของรัฐค่ะ
";5;"Usually a person who is afraid of surgery Various thoughts But by the time we had to go to the dissection room, the staff had been taken to talk to the operating room Talk about the treatment. Ask the patient. Are you afraid? Don&#39;t be afraid Encouragement Holding hands by the body Around to be aware of all the time to book a surgery Which steps have impressed the public hospital service?"
"
ฝากครรภ์ที่ รพ.รามาฯ   แพทย์และพยาบาล พูดเพราะ และใจดีมากค่ะ
";5;Prenatal care at Rama Hospital, doctors and nurses say because and very kind
"
พาย่าไปรักษาที่ ER รพ.รามาธบดีค่ะ แพทย์จะฉีดสี แต่คนไข้ 80 แล้ว เราเลยไม่อยากให้ทำ แต่คนไข้ยังคงต้องรับการรักษาโดยให้ยาฆ่าเชื้ออยู่ นักศึกษาแพทย์พูดว่าในเมื่อคนไข้ไม่รักษาเราก็ไม่จำเป็นต้องรักษา
";1;"Paya went to treatment at ER Ramathibodi Hospital. The doctor will inject color but 80 patients. So we don&#39;t want to do it. But patients still have to be treated with disinfectants. Medical students say that when patients do not treat, we do not need treatment."
"
บริการดี
";4;Good service
"
มีการจัดการระบบในการรักษาคนไข้ดี  รอไม่ค่อยนานเหมือนสมัยก่อนแล้ว หมอก็เก่งคะ
";5;There is a good management system for treating patients. Wait a little longer, like in the past, and the doctor is good.
"
เมื่อหลายปีก่อนเคยพา อาม่า ไปทำการรักษาดวงตา ที่แผนกตา ของโรงพยาบาลรามาธิบดี การบริการของแพทย์และพยาบาล ก็ถือว่าปานกลาง ไม่ได้ดีหรือไม่ดีอย่างไร แต่บริการของพนักงานการเงินที่แผนกตา มารยาททรามมากถึงมากที่สุด เหตุคือ.....ช่วงนั้นใกล้เที่ยง และเจ้าหน้าที่จะทำการปิดช่อง ซึ่งเราก็ไม่ได้ว่าอะไร รอช่วงบ่ายได้ ไม่รีบร้อน แต่เราได้ถามเจ้าหน้าที่คนนั้นก่อนแล้ว ว่ารอคิวได้มั้ย หรือต้องรอช่วงบ่าย จะได้พาอาม่าไปทานข้าวก่อน เจ้าหน้าที่ก็แจ้งว่า กดคิวเลย เราก็กด แล้วก็ยื่นเอกสารใบยา แล้วเค้าก็ให้มานั่งรอ เราก็รอตั้งนาน จนเจ้าหน้าที่เค้าปิดช่อง เราเลยลุกไปถามว่า อ้าว เมื่อไรจะเรียกคิวคะ เพราะไม่มีคิวอะไรเลย มีเรานั่งรอกับอาม่าอยู่ 2 คน เค้าก็ทำหน้าไม่รู้เรื่อง บอกว่า ไม่มีคิวนะ คุณยังไม่ได้กดคิว เราก็ยื่นบัตรกดคิวให้ดู แล้วบอกว่า ยื่นเอกสารใบยาให้คุณแล้วด้วย ชื่อคนไข้....................เค้าก็หาๆ แบบคุ้ยๆ เขี่ยๆ เลยอะ หาอยู่ยังงั้น จนไปจบที่ ถังขยะค่ะ เน้นย้ำว่า ถังขยะ แบบยับๆ ด้วยนะ เรานี่ หัวร้อนเลยค่ะ การบริการแย่มาก นับแต่นั้น ไม่เคยคิดเหยียบโรงพยาบาลนี้อีกเลย ต่อให้ชื่อเสียงของหมอดียังไงก็เถอะ การบริการของเจ้าหน้าที่แย่มาก มารยาททรามได้อีก
";1;"Several years ago, I used to bring Ama to treat my eyes at the eye department of Ramathibodi Hospital. Services of doctors and nurses Is considered moderate Not good or bad? But the services of the financial staff at the eye department Very bad manner The reason is ..... During that time, near noon And the staff will close the box Which we did not say anything Waiting in the afternoon, not in a hurry, but we have already asked that official. Can wait for the queue? Or have to wait in the afternoon Will bring Arama to eat first The officer then said that he pressed the queue. We then pressed and submitted the drug document. Then he had to sit and wait We waited a long time. Until the officer closed the box So we got up and asked, &quot;When will you call the queue? Because there is no queue at all There are 2 people waiting for us with A-Ma. He doesn&#39;t know what to say. You don&#39;t have a queue. You haven&#39;t pressed the queue. We then submit the card, press the queue, see and say that you have submitted the drug document to you as well. The name of the patient .................... He was looking for something like a rubbish, so he was still looking at the trash. Too bad, we have this hot head Service is terrible since then, never thought of stepping on this hospital again. Continue to make the doctor&#39;s reputation good. Anyway The service of the staff is terrible. Another manners"
"
ไม่รอนาน คุณหมอ พยาบาลใส่ใจ ผู้ป่วย
";5;Not waiting long
"
หมอทุกท่านรักษาดีมาก มีความเป็นกันเอง เวลาไปรักษาทีไรไม่เครียดเลย
";5;Every doctor is very well treated. Friendly Time to treat
"
วันนั้นป้าของฉันโรคไม่สบายหนักมาก เรียกรถพยาบาลมารับที่บ้าน พอมาถึงคุณหทอพยาบาลก็ช่วยกันดูแลเป็นอย่างดี หมอบอกอาการหนักมากร่างกาย 50 50 เพราะป้าของฉันมีโรคประจำตัวเยอะ ต้องใส่เครื่องช่วยหายใจ จนหมอต้องพูดว่าคนไข้อาจไม่รอด แต่ก็ทำให้รู้ว่า ถึงเปอร์เซ็นการรอดคนไข้จะน้อย แต่คุณหมอและพยาบาลก็ดูแลป้าของฉันเป็นอย่างดี อาการป้าของฉันดีขึ้นเรื่อยๆ จนตอนนี้กลับบ้านได้แล้ว
";5;"That day, my aunt was very sick. Call an ambulance to pick up at home When he arrived at the hospital, the nurse helped him well. The doctor said the condition was very heavy. 50 50 because my aunt had a lot of underlying diseases. Must wear a respirator Until the doctor had to say that the patient might not survive But knowing that Until the survival percentage is low But the doctor and the nurse take good care of my aunt My aunt&#39;s condition is getting better. Until now can go home"
"
บริการช้า คนเยอะ หมอน้อย
";4;Slow service, a lot of people, little doctor
"
เข้าไปใช้บริการคลินิกพรีเมียม ศูนย์การแพทย์สมเด็จพระเทพรัตน์ฯ บริการดี เจ้าหน้าที่ยิ้มแย้ม ทุกอย่างสะดวกรวดเร็ว คิวน้อย จะมีนานก็ตอนรอพบแพทย์ รอสองชั่วโมงเพื่อพบแพทย์สามนาที การจ่ายเงินสะดวกรวดเร็ว ผลตรวจออกรวดเร็วดี ที่จอดรถน้อย สถานที่สวยงามมีทั้งธนาคาร 7-11 ศูนย์อาหารที่ราคาไม่แพงเลยแทบไม่เคยมีโต๊ะว่างไม่ว่าเวลาไหน มีร้านภูฟ้า สตาร์บัค ฯลฯ ช่วยให้การรอไม่น่าเบื่อเกินไป คุณหมอตรวจด้วยความใส่ใจอธิบายชัดเจน ค่าบริการแพงไปนิดแต่โดยรวมๆถือว่าพอรับได้
";4;Access to premium clinic services Somdej Phra Thepparat Medical Center, good service, smiling staff Everything is convenient, fast. A little queue will have a long time when waiting to see a doctor. Wait two hours to see a doctor three minutes Convenient payment fast Fast check-out, good parking, less beautiful places, with 7-11 banks, food centers that are not expensive, almost never have an empty table, no matter what time, Phu Fah Starbucks shop, etc., helps to wait. Too boring The doctor examined with care and clarity. Service fees are a little expensive, but overall it is considered acceptable.
"
เป็นสถานพยาบาลของรัฐที่ยกระดับการให้บริการที่ทันสมัย และดี appicationในการตรวจสอบนัดกับทางโรงพยาบาลเป็นอะไรที่ดีมาก
";5;Is a public hospital that elevates modern services and good appication in checking appointments with hospitals is very good
"
สะอาด แพทย์และพยาบาลทุกคน เป็นกันเอง บริการดีเยี่ยม เครื่องมือทันสมัย
";5;Clean, doctors and nurses are all friendly. Excellent service. Modern tools
"
พยาบาลดูเเลเอาใจใส่คนไข้ ทั้งที่เป็นโรงพยาบาลรัฐบาล
";5;Nurses look after patients Both as a government hospital
"
ด้วยขื่อเสียงที่มีมายาวนาน และมีคนใกล้ชิดเข้ารับการรักษา และดิฉันก็เป็นหนึ่งในผู้บริจาคให้มูลนิธิรามาธิบดีมาอย่างยาวนาน แต่พอคุณพ่อเข้ารับการรักษาในห้องอุบัติเหตุและฉุกเฉิน ไม่ได้รับการดูแลอย่างที่ควร ผนวกกับไม่มีห้อง เจ้าหน้าที่ โดยเฉพาะพยาบาลและเจ้ากน้าที่พูดจาไม่ดีเลย สุดท้ายต้องย้ายโรงพยาบาลค่ะ
";2;With a long sound And have people close to receiving treatment And I was one of the donors for the Ramathibodi Foundation for a long time But when the father admitted to the accident and emergency room Not being treated as expected Combined with no staff room, especially the nurse and the uncle who spoke badly Finally have to move the hospital.
"
โรงพยาบาลรามาธิบดี.เป็นโรงพยาบาบที่ดีมีบุคลากรคุณภาพมากมาย. เครื่องมือก็ครบครันและทันสมัย สร้างความอุ่นใจเเละมั่นใจให้แก่ผู้ใช้บริการเป็นอย่างมาก
";5;Ramathibodi Hospital. It is a good hospital with many quality personnel. The tools are complete and modern. Create peace of mind and confidence for the users
"
เจ้าหน้าที่ดูแลผู้ป่วยดี คนแก่หาที่นั่งให้พัก พยาบาลส่วนใหญ่พูดจาไพเราะน่าฟัง คุณหมอให้ความเป็นกันเองกับคนไข้ ไม่ถือตัวน่ารักค่ะ
";5;Good patient care staff Old people find a seat to rest Most nurses speak pleasantly. The doctor is very friendly to the patient. Not holding a cute character
"
ดูแลคุณพ่อดีมาก คุณพ่อเป็นมะเร็ง admit มา 2 เดือน ตอนนี้คุณพ่อพร้อมจะกลับบ้านได้แล้ว จากต้องอยู่ห้อง icu พยาบาลดูแลเอาใจใส่ดี ลืมไปเลยว่าเป็นโรงพยาบาลรัฐบาล บริการเช่นเอกชน
";5;Take care of your father very well Father is cancer admit for 2 months. Now Father is ready to go home. From having to stay in the icu room, take good care of the nurse Forget about being a government hospital. Services like private
